문서 번호,제목,질문,위치 고유번호,조회수,질문 날짜
480291056,질문경남 사천시 미용실 추천 해주세요 (진주나 삼천포도),저는 올해 16살이 되는 여자이구요 머리 기장은 중단발에서 장발 사이 인데요 허쉬컷을 할 생각인데 실력 좋고 믿을 만한 미용실좀 추천 해 주세요 사천이 안된다면 진주나 삼천포도 좋아요,121005, 32,2025.01.12
480278049,질문사천에서 갈만한 다른지역,중3여학생인데요 사천주변에서 갈만한 다른지역이 있나해서요 학생이여서 돈이 별로 없다보니까 버스비도 싸고 가까운데 할거 많은곳이 좋을거같아요 진주시내는 이미 너무 많이 가봐서 새로운곳으로 가보고싶네여 아니면 진주시내말고 할거많은곳 알려주세요!! 삼천포도 괜찮아여 밑에 지도는 무시해주세요ㅠㅠ,121005, 51,2025.01.11
480084733,질문꿈 해몽 부탁드립니다,오늘 꿈에서 창문에 이상한 파란색 피주를 가진? 귀신이 제가 아파트에 사는데 공중 위 떠 있더라고요 꿈에서 할아버지가 나타나 셨는기데 번개가 새게 쳤다고 하더라고요 이게 뭔 꿈인가요 일어나니까 지금 제 건강상태가 너무 안좋습니다,121005, 32,2025.01.07
479979532,질문삼천포가 사천의 중심 인가요?,삼천포가 사천의 제일 번화한곳 인가요? 궁금합니다,121005, 39,2025.01.05
479741605,질문축동면 배춘리 731-17번지의 영문 표기,Daum지도에서 살펴보니 경상남도 사천시 축동면 배춘리 731-17번지 는 길평길에 접해있는 단독주택입니다. 사천시 축동면 배춘리 731-17번지를 영문으로 표기하는 방법을 알려주시기 바랍니다.,121005, 10,2024.12.30
479644421,질문12월31일 삼천포대교 해넘이 질문입니다,12월 31일에 삼천포대교에 해넘이를 보러갈려고 하는데 매년 해넘이때마다 사람이 많이 몰렸나요? 주차할 정도의 자리가 있을까요?,121005, 39,2024.12.27
479546393,질문삼천포 중앙고 가기 힘든가요?,옆에 중앙여중 다니고 있는데요 제작년까지만 해도 중앙고가 그렇게 인기있는 학교가 아니였던거 같은데 최근에 서울대도 배출하고 연세대도 배출하고하면서 전국에서 오는거 같더라고요.. 공부는 제가 2학년인데 2학년 전체가 80명정돈데 거기서 60등정도 됩니다........공부해서 40등 못하면 50등까지라도 올릴건데 이래도 중앙고 가기는 힘들까요? 중앙고 꼭 가고싶어요ㅠㅠ,121005, 39,2024.12.26
479532942,질문사천고등학교...,사천고등학교 쉬는시간에 폰 사용 가능한가요? 아니면 폰 내나요?,121005, 172,2024.12.25
479176786,질문경남 삼천포 알바,많이 있나요?,121005, 33,2024.12.16
479061264,질문지하철 꿈 해몽..,지하철에 친구랑 탔는데 어떤 남자 중학생? 무리가 있고 성인 남자 무리가 있었는데 성인 무리가 남자무리한테 뭘 물어봤는데 싸가지 없게 대답해서? 걔네 중학생 무리가 지하철 한 가운데 엎드려있고 성인 남자 무리는 계속 때리고 팼어요 그러다 남자무리가 너넨 죽어야겠다 이러면서 데리고 나가려하는데 한 중학생이 성인 옆에 앉아서 안 나가길래 그 성인 남자가 중학생한테 빨리 나오라고 하다가 옆 사람이 왜 그렇게 까지 하냐고 뭐 하러 죽이려 하냐 ㅣ이랬더니 성인 남자가 쟤넨 안 이러면 안 변한다고 욕 엄청 하다가 잠에서 깼는데 이게 뭔 꿈 인가요...,121005, 23,2024.12.13
481116948,질문천성리버아파트,몇년 된 아파트 인가요?,121006, 24,2025.02.01
481126545,질문경남 양산- 정관 산단 출퇴근길 질문입니다.,경남 물금신도시(범어고등학교)에서 기장 정관일반산단으로 다음주부터 출퇴근을 해야합니다. 한번도 가본 적이 없는 길인데 어디가 안밀릴까요? 근무시간은 09시부터입니다. 주차혼잡 고려하여 20분전에는 도착하고싶네요. 1. 남양산 IC -> 경부고속도로 -> 철마로 빠지기 2. 사송으로 가서 웅상대로 -> 정관 산단 3. 베데스다병원 뒤로 빠져서 동서로 정관로 타고 산단으로 빠지기 3개의 루트가 보이는데 혹시 출근길에 어디가 밀리는지 아시나요? 아마 물금에서 베데스다병원까지 정체가 꽤 있는걸로 알아서 3번은 좀 시간이 걸릴 것 같은데요 맞나요? 양산물금 -> 정관 산단 출퇴근 하시는분들 답 부탁드립니다!! 사진첨부합니다.,121006, 13,2025.01.31
480993599,질문양산 덕계 출퇴근 질문,양산 덕계서 부산 해운 재송쪽으로 출퇴근시 괜찮은 위치가 어디쯤인가요 이사 계획을 잡고있는데 출퇴근 막힘이 반대인 곳을 원하고 있습니다. 보통 부산에서 양산으로 출근이 많은 편인가요?,121006, 15,2025.01.27
480860224,질문소주대동아파트,식기세척기 설치 할수있나요?,121006, 19,2025.01.25
480842376,질문양산 32번 버스 돈통에 에어팟,양산에서 32번 버스를 타고 급하게 돈을 내려다 에어팟을 같이 넣어버렸는데 기사님께 돈통을 열 수 있냐고 물어보니까 안된다 하더라고요 이럴땐 어떻게 찾아야 하나요 저녁 8시 반쯤에 탑승해서 8시 40분에 오봉초등학교에서 내렸습니다 북정행 버스였고요,121006, 33,2025.01.23
480391756,질문버스정류장이 어디있나요?어디앞에서타야하나요,부산대역에서 양산사송우미린포레스트아파트갈려면 어떤 버스정류장에서타야하나요? 양산가는 버스정류장이어디있나요? 혹은 노포역쪽에는 어디앞에서타야하나요? 자세히부탁드립니다,121006, 17,2025.01.14
480244708,질문양산에서 itx 마음 정류장 근처는 어디?,경남 양산에서 경북 울진군 후포로 가고 싶은데 itx마음을 타는데 양산에서 제일 가까운 itx마음 정차역이 어딘가요 그리고 그 정차역까지 남양산에서 몇분정도 걸리나요,121006, 10,2025.01.10
480209895,질문양산 지역 고등학교 질문입니다,양산지역에서 제일 내신 따기 쉬운 고등학교가 어디인가요?,121006, 55,2025.01.10
480189270,질문새웅상 요양으로 가는버스노선,새웅상 요양병원 으로 가는 아침 첫차가 몇시부터있나요? 양산 남부동 사는데,121006, 19,2025.01.09
480020176,질문양산물금동아중에 대해 궁금한 점2,1. 교복규정이 어떻게 되나요? 2. 학교내부가 진짜 구린가요? 3. 교복디자인 어떤가요? 4. 급식 어떤가요? 5. 선생님들 어떤가요? 6. 귀걸이 되나요? 7. 등하교시간은 어떻게 되나요?,121006, 138,2025.01.07
480016720,질문물금읍 행정복지센터 프린트,물금읍행정복지센터에서 프린트 가능한가요?? 급해서 부탁드립니다,121006, 12,2025.01.05
479987680,질문여기가 뭐하는곳이죠,뭐하는 곳이져?,121006, 27,2025.01.05
479920960,질문물금동아중 궁금한 점!,경남 양산시 물금동아중학교에 밴드부나 육상부 같은 게 있을까요? 그리고 교복은 바지가 편할까요 치마가 편할까요? 솔직히 교복 디자인 괜찮으면 치마입으려구요! 아니면 바지로 입으려고 하는데 답변 좀요!,121006, 37,2025.01.03
479908649,질문울산에서 양산 덕계방면으로 넘어가는 심야버스 있나요?,12시 이후에 울산에서 양산 덕계로 갈 수 있는 버스 있을까요?,121006, 13,2025.01.03
479859681,질문경남외고 mp3 전자기기 반입,경남외고 기숙사에 전자기기 반입 금지인거로 알고있는데요 mp3나 스마트워치같은 간단한 물품도 금지될까요?,121006, 48,2025.01.02
479726578,질문양산 북정동에서 울산 면허시험장이요,양산 북정동에서 울산 언양에있는 면허시험장까지 대중교통으로 가는방법이 네이버에 검색해보니 1시간 반이나 걸리고 복잡한데 북정동쪽이 아니더라도 좀 빠르고 쉽게 양산에서 갈수있는 버스가 없을까요?,121006, 14,2024.12.29
479680922,질문양산역환승센터에서,양산역 환승센터에서 새웅상 요양병원으로 가야되는데 버스 노선좀 알려주세요 출근은 7시에 해야되요... 버스는 몇시부터운행해요? 1월부터 출근이에요,121006, 23,2024.12.28
479639273,질문양산 버스 질문,토요일에 천성리버타운 근처에서 명동 농협 가는 버스 있나요? 오전 8시까지 도착해야합니다ㅠㅠ,121006, 20,2024.12.27
479613328,질문소방p형수신기교체업체를 찾아요,소방p형수신기교체를 해야 하는데 아시는 업체 좀 소개 해 주세요 서울시 양천구 신월동입니다,121006, 32,2024.12.26
479557326,질문평산신씨 판사공파 뼈대있는 집안인가요?,평산신씨 판사공파가 뼈대있는 집안인지 부탁드립니다~,121006, 25,2024.12.26
479429526,질문경남 양산 눈,경남 양산에는 눈 안 오나요.. 올 확률은 얼마나 될까요,121006, 33,2024.12.22
479065196,질문양산 곰탕 추천 맛집은 어디인가요?,양산 곰탕 추천에 대해 아래 내용이 궁금해요. • 양산 곰탕 추천 맛집의 위치와 교통편은 어떻게 되나요? • 양산 곰탕 맛집의 영업시간은 언제인가요? • 양산 곰탕 맛집은 브레이크 타임이 있나요?,121006, 25,2024.12.13
479065184,질문양산 곰탕 추천 메뉴는 무엇인가요?,양산 곰탕 추천에 대해 아래 내용이 궁금해요. • 양산 곰탕 추천 메뉴와 가격은 어떻게 되나요? • 양산 곰탕 맛집은 주차 공간이 따로 마련되어 있나요? • 양산 곰탕 맛집은 부모님을 모시고 가기에 적합한 장소일까요?,121006, 21,2024.12.13
481311387,질문전지역 통틀어서 운전면허학원 수강료 제일저렴한곳,전지역 통틀어서 운전면허 수강료 제일 저렴한곳 알려주세요 되도록이면 대구 부산은 교통비가 더들거같아 위쪽지방으로 알려주시면 감사할거같아요 제일 제일 저렴한곳이면 너무좋습니다 ...,121007, 17,2025.02.03
481258588,질문진주 10대들 놀만한 곳 추천해주세요,진주에 놀러가는데 아눈게 읎어요ㅠㅠ,121007, 25,2025.02.02
481237000,질문진주 폐가,진주나 진주 인근에 폐가 폐교 흉가 있을까요??,121007, 19,2025.02.02
481225387,질문상대가 내 다리위에 누워있는 꿈 해몽해주세요 ..,제가 꿈에서 아빠다리 ? 아니면 다리를쭉뻗고 벽에 기대서 앉아있는데 상대가 제 다리위에 누웠습니다 해몽해주세요,121007, 17,2025.02.02
481223735,질문진주 가볼만한 곳,제가 진주 사람인데 저와 아들이 내일 놀러가기로 했는데 이색 적인 곳? 이나 재미 있는 곳이 있을까요? 아들은 초등학생 입니다,121007, 38,2025.02.02
481215387,질문진주 마산 기차,진주에서 마산까지 기차타고 가면 몇시간 걸리죠??,121007, 25,2025.02.01
481204502,질문진주 미용실 어디가 괜찮나요?,살롱드알리에 랑 시움 헤어랑 둘중에 고민하고 있는데 남자이고 펌을 할건데 어디가 괜찮을까요?,121007, 9,2025.02.01
481147799,질문진주 놀만한 곳,여고생(예비) 네명이서 놀만한 곳 어디 없을까요? 최대한 많고 구체적이었으면 좋겠습니다! 내공 100,121007, 17,2025.01.31
481013564,질문진주성형외과의원 어떤가요?,제발 진주 동성로에 있는 진주성형외과의원 어떤가요?쌍커풀수술 잘 하나요?주변지인이 했거나 해보신 분 답변 해주세요 ㅜㅠㅠ절개쌍커풀 비용이 생각 보다 저렴해서 놀랍네오..,121007, 22,2025.01.31
481123390,질문진주 혁신 놀거 추천,중2인데요 진주 혁신에서 놀 수 있는 재밌는거 추천 해주세용,121007, 11,2025.01.30
481111926,질문평균 40 진주여고 가능한가요,진주여중에서 평균 35~40점대 진주여고 갈 수 있나요?,121007, 31,2025.01.30
481068586,질문진주에서 제천 가는 방법 알려 합니당 .,기차  버스등 환승을 해야하면 좀 편리하고 시간 간격 얼마 없는 걸루 알려주세요  군인인데 주파수가 안 터져서 너무 복잡해서 죄송합니다 부탁드릴게요 ㅠㅠ,121007, 29,2025.01.29
480992324,질문보통 사람들이 '문산읍' 이라는 지명을 떠올리면,경남 진주 문산읍 보다 경기 파주 문산읍을 가장 먼저 떠올리는 이유가 뭔가요 ? 북한하고 접경지역 이라 그런가요 ?,121007, 22,2025.01.27
480976627,질문진주에 백색소음 없는 스카 독서실,진주에 백색소음 안 틀어주는 스카나 독서실 있나요??,121007, 15,2025.01.27
480922528,질문진주자동차고에 양아치들 많나요?,제곧내입니다,121007, 55,2025.01.25
480909384,질문19살 미성년자 자취방 어디가 더 나을까요??,첫번째 방은 학교랑 거리가 좀 먼데 학원이랑 거리가 좀 더 가까워요 두번째 방은 학교랑 가까운 대신 학원이랑 거리가 좀 더 멀어요 어디가 더 나을까요??,121007, 23,2025.01.25
480842610,질문진주학원 뉴베리vs에이닷,둘중에 어디가 더 공부 잘 가르쳐 주시나요?,121007, 9,2025.01.23
480819947,질문진주 선명여고에 대해,1.특성화고 라고 해서 이미지가 안좋나요?? 보통 특성화고 라고 하면 내신따기는 쉬운데 공부못하는애들이 가는 학교 라는 이미지가 있더라구요..(제 의견x특성화고 욕하는거 아니에요 ㅜㅜ) 2.선명여고 요즘에도 화장 잡나요? 저번에 선크림만 발라도 잡는다는 이야기가 있더라구요 3.반에 일진이나 흔히 말하는 꼴통..? 부류의 아이들이 많나요,121007, 40,2025.01.23
480775275,질문진주 선명여자고등학교,선명여자 고등학교 등교시간이 몇시인가요?? 그리고 체육복 등교 가능하나요? 만약에 교복 착용 안하면 어케 되나요 그리고 학생들 많이 무서운가요? 제발ㅜㅜ 입학하는대 올해 내공 100드릴게요ㅜㅜ,121007, 30,2025.01.22
480749324,질문전북대에서 중앙여고 근방으로 오는 버스 막차,늦은 시간에 버스 타본적이 거의 없어서 잘 모르는데 알려주시면 감사하겠습니다....,121007, 22,2025.01.21
480730184,질문과거 댐 수몰지역 수위,지금 현재 댐으로 인한 지역들도 과거에는 댐이 없을 때 일반 하천 처럼 수위가 낮은 곳들이였나요,121007, 27,2025.01.21
480712653,질문진주제일여고 질문드립니다.,안녕하세요! 저는 이번에 진주제일여고에 입학하게 된 예비 고1입니다ㅎㅎ 학교에 대해 궁금한 게 많아서요! 학교 분위기가 어떤지 궁금해요. 공부를 열심히 하는 분위기인가요 아니면 자유로운 편인가요? 교복이 진짜 예쁘다고 하던데 착용감은 어떤지 궁금해요! 겨울 교복은 따뜻한 편인가요? 동아리가 많다고 들었는데 추천할 만한 동아리 있으면 알려주세요~ 저는 미술이랑 봉사활동 쪽에 관심이 많아요! 마지막으로 학교 근처에 맛집이나 가성비 좋은 밥집 있으면 추천 부탁드려요ㅎㅎ 선배님들 답변 기다릴게요! 미리 감사드립니다 :),121007, 55,2025.01.21
480665104,질문경남 진주에 디타 랜시어 안경테 취급하는 곳 있을까요?,제목대로 질문 드리고 인근이라도 괜찮습니다.,121007, 9,2025.01.20
480631201,질문포카 훔쳐가려 했던 동생친구..어떡해 상대해야할까요?,제 친구 동생 일인데요 하루는 채아(가명)라는 친구가 친구 집에 놀러왔대요 그런데 이 친구가 탐이 났는지 가격대가 있는 포카를 가방에 넣고 인덱스를 넣더라고요 그런데 이걸 친구 어머님이 보시고우리 하름(가명)이 꺼를 왜 가져가냐고 물으샸데요 그런데 하는말이 “하하핳 제건줄 알았어요“ 그리고 포카를 제자리에 가져다 놓고 어머니가“하나 더 있던거 같은데” 라고 하자 “하하하하 이것도 제건줄 알았어요” 라고 하며 진에 갔데요 그 전주에도 하름이가 집에 가방을 두러 갔는데 갑자기 동의를 구하지 않은체 갑자기 엄마가 놀러가라고 했다고 하며 여기서 (집)안놀면 안된다고 하며 친구 어머니가 안된다고 하니 짜증이 섞인 말투로 화내며 집으로 돌아갔어요. 오늘은 비웃으며 째려보며 대놓고 웃내요. 이 친구 어리더라도 봐주는거 없이 상대하고 싶습니다.,121007, 14,2025.01.19
480609292,질문진주 꽃 집 추천,진주에서 진짜 제일 인기많고 예쁜 꽃집 어디있나요? 곧 딸이 졸업하는데 핑크 꽃다발 사주려고요 제일 좋은 곳으로 알려주세요 1위!!,121007, 13,2025.01.18
480603895,질문진주교대 진학사 점수공개 304명중 260등인데,가능성 있을까요...? 극상향으로 넣긴했는데 1차 붙어서 희망고문중입니다..면접 잘보면 가능성 있을까요? ㅠㅠ 환산점수 509점이에요..,121007, 11,2025.01.18
480561318,질문진주 휠체어가능 맛집,아빠가 아파요 진주가 고향이신데 데리고 여행가고싶어요 여행코스 및 휠체어 가능한 맛집 좀 알려주세요 설날 영업 가능이면 해요,121007, 22,2025.01.17
480550901,질문진주여중 근처 괜찮은 수학학원 추천해주세요!,진주여중 다니는 딸이 수학 때문에 고민이 많아요. 학원을 알아보는 중인데 추천해주실 만한 곳 있을까요? 소수정예로 수업하고 아이 수준에 맞춰 잘 가르쳐주는 곳이면 좋겠어요.,121007, 45,2025.01.17
480550402,질문평거동 탑마트에서 잔주역까지,평거동 탑마트에서 진주역까지 151번 버스보다 더 빠르게 갈 수 있는 버스 없나요?,121007, 15,2025.01.17
480541969,질문진주여고 교칙,진여에 갈 생각인데 진주여고 교칙에 대해서 알려주세용..! 진주여고에 대해서 알면 좋은 내용들도 같이 알려주세요,121007, 23,2025.01.17
480519428,질문진주서부시립도서관 열람실 공휴일에 하나요?,진주서부시립도서관 책 빌리는 데 말고 열람실은 공휴일에도 여나요?,121007, 22,2025.01.16
480489608,질문진주경남 아동급식카드 마산지역 사용가능한가요?,가맹점 조회하니 gs나 cu편의점에 가능하던데 같은 경남이라 사용가능한지요? 고객센터는 이상한 답을 하더라구요 진주 카드인데 사는 동에만 된데요 ㅜㅜ 다른동에서도 결제를 했는데 잘 알지 못하더라구요,121007, 47,2025.01.16
480481503,질문2/1 진주에서 부산,2/1일 설 연휴끝나고 진주에서 부산을 가야하는데 대략 얼마나 걸릴까요ㅠㅠ 퇴근하고 출발해야해서 1시에 출발해요!! 콘서트 보러 가는거라 늦어도 3시에는 도착해야하는데 도착할수있나요..? 명절이 껴서 불안하네요ㅠ 늦으면 안되는데ㅜㅜ,121007, 22,2025.01.16
480458536,질문진주서 취미로 다닐 수 있는 만화 애니 웹툰 학원,진주서 취미로 다닐 수 있는 만화 애니 웹툰 학원 물어본 결과 중앙광장 쪽 하나은행 옆에 있다고 하던데 혹시 구체적인 학원명을 알 수 있을까요?,121007, 15,2025.01.15
480301305,질문이거 진주인가요?,생굴 먹다 나왔는데 뭘까요?,121007, 35,2025.01.14
480390193,질문진주하씨 족보 질문,제가 진주하씨거든요 근데 사직공파인지 문효공파인지도 모르고 몇대 몇손인지도 모르거든요 알 방법은 역시 부모님한테 묻는것 밖에 없겠죠? 근데 어릴때 창녕군 진양하씨 고택에 자주 갈정도로 그 가족분들이 부모님하고 가까운 친척이였거든요 그럼 대충 유추할 수는 없을까요..?,121007, 14,2025.01.14
480371689,질문일반고 불합격인데 진주에 연기 관련한 학교 있나요?,일반고 불합격했어요.. 하고싶은거 해봐야지 하는 마음으로 적어봐요.. 경남 진주연기 할수있는 고등학교 있을까요..? ((((혹시 오디션같은거는 어디서 볼수있나요?,121007, 28,2025.01.13
480316196,질문경남 진주 시티 투어 버스 있나요,지금도 경남 진주에 시티투어 버스 운행 하나요,121007, 30,2025.01.12
480309785,질문경남진주가,지하철 생길 확률은 얼마나 될까요,121007, 22,2025.01.12
480307231,질문진주시 에어팟 파는 곳,경남 진주시에 에어팟 파는 곳 있나요? 이마트는 문 닫아서 못가요ㅜㅜ,121007, 28,2025.01.12
480290567,질문경남 고등학교 합격자 조회 이렇게 뜨는데 어쩌죠..,1월 10일에 경상남도 평준화지역 일반고 지원한 학생인데 경상남도교육청 홈페이지 들어가서 합격자 조회해봤는데 이렇게 떠요..조회가 안되요..재시도 해도 똑같은데,121007, 40,2025.01.12
480287775,질문진주류씨 진주강씨 고흥 류씨 같은 집안인가요??,궁금해요 …,121007, 14,2025.01.12
480274228,질문진주역 주차,진주역 공용주차장에 3일정도 주차할건데 열차 이용 30퍼 할인은 어떻게 하면 받을 수 있나요?,121007, 14,2025.01.11
480271463,질문진주사대부고에 밴드부가 있을까요??,이제 올해 고1되는 학생입니다 혹시 사대부고에 밴드부있나요??,121007, 16,2025.01.11
480246285,질문진주 선명여고!!,진주 선명여고 가는데요 1 학급분위기는 어떤가요? 2 샘들은 어떤가요? 3 내신따기 좋은가요?,121007, 38,2025.01.10
480235596,질문진주 진양고 특징,이제 중학교 졸업하고 3월에 진양고 갈거 같은데 진양고 특징들 알려주세요!,121007, 36,2025.01.10
480222274,질문경상대(칠암)역 위치,11일에 진주에서 울산으로 넘어가는데 경상대(칠암)역의 위치를 정확히 잘 모르겠습니다. 경남고속뉴부산인데 어디서 타야하는지 궁금합니다. 로드뷰 사진도 올려주시면 감사하겠습니다.,121007, 15,2025.01.10
479990410,질문진주보건대가려면,예비고3입니다! 진주보건대 치위생과 가려면 수능쳐야하나요? 전 수시로 갈생각입니다! 보건대식 등급으로 5등급니 나와요,121007, 25,2025.01.06
480036148,질문거주지변경해서 진주에서 삼천포로 전핫,거주지 변경해서 진주에서 삼천포로 전학갈 예정인데 학교장 전형이면 안 받아줄 수도 있나요?,121007, 8,2025.01.06
479998126,질문진주시 공간 대여 액정타블랫 프로그램 질문,2~3년 전에 진주 문화원에서 방학기간동안 컴퓨터와 액정타블랫을 대여해주는 프로그램이 있었어요. 한 번 더 신청해보고싶어 이것저것 찾아보는데 어떻게 신청해야하는지 모르겠더라구요. 꼭 진주 문화원 아니어도 되니까 청소년에게 예술발전 목표로 액정타블랫과 컴퓨터같은 물품 대여나 공간 제공하는 프로그램 없을까요??ㅠㅜ,121007, 17,2025.01.05
479961056,질문진주에 있는 고등학교,진주여고가 낫나요 아님 제일여고가 낫나요..ㅠㅠㅠㅠ,121007, 30,2025.01.04
479886073,질문진주 연암도서관 열람실 이용,제가 이제 고3이라서 공부를 해야하는데 집에서 하면 방해요소가 많아서 연암도서관에서 공부를 할려고 합니다. 연암도서관 열람실은 무료로 사용가능한가요?,121007, 92,2025.01.02
479848916,질문진주시 신안동 실내체육관  배드민턴,안녕하세요. 저의 집은 국제로타리 근처지만 신안동 실내체육관쪽 제 직장이 있어 출근때마다 실내체육관에서 배드민턴 동호회가 있는듯 하여 함 운동을 해보고 싶은데... 어떻게 가입을 해야는지 조건이 있는것인지? 혹 아시는분 어케해야 하는지 좀 알려주세요.,121007, 21,2025.01.01
479801929,질문할머니랑갈 진주 맛집 추천해주세요,할머니집이 진주근처여서 진주에서 할머니랑 밥을먹으려고하는데 뭐가맛있을지 추천해주세요 이빨 안아픈걸로요,121007, 35,2024.12.31
479743756,질문고2 대학 고민,치위생과 가고싶은 고2입니다. 수성대 진주보건대 대구보건대 부산보건대 동의대 동서대 중 고민 중인데 부모님께서는 집이랑 가까운 진주보건대를 가라고 하셨어요. -취업이 가장 잘되는 학교는 어느곳인가요? -주변에서 보건대 갈거면 가까운 곳 가는게 좋다 하는데 맞는 말인가요?,121007, 52,2024.12.30
479687151,질문진주 강씨 정제공파가 있나요?,저는 진주강씨인데 무슨 파인지 몰라 부모님이 정제공파라해서 검색을 해보니 없더라고요. 진짜로 없는 파인지 알려주세요!,121007, 11,2024.12.28
479681679,질문이거 진주인가요??,가리비 먹다가 이에 뭐가 딱딱한게 씹혀서 뱉어서 봤는데 조그만한 하얀색 구슬 같은게 있어서요,121007, 40,2024.12.28
479660122,질문몇명이 문제가 있는 시내버스기사로 근무하다고 걱정되네요,버스 기사들이 잘못 하게 된다면 공무원들이 아무것도 못한다는 게 사실인가요 너무나 안타까워요 저런 사람들을 징계를 댈 수 있는 힘이 있는 사람들이 있었으면 좋겠습니다 ~ 공무원들은 교육을 시키라는 말밖에는 못 한다고 하더라고요 버스 정류장에서 기다리고 있는데 그냥 지나가려는 버스 기사 또한 난폭 운전하는 기사 문제 입니다?,121007, 44,2024.12.28
479615407,질문동서대 vs 진주보건대,집은 진주입니다 곧 고3인데 어디갈지 고민인데 부모님은 그냥 진주에서 대학다니고 취업해라 하시는데 전 돈도 많이 벌고싶고 좀 알아주는 대학도 가고싶습니다. 근데 또 부산으로 가면 자취나 뭐 이것저것때문에 돈도 많이들고 학비도 많이 들어서 고민입니다. 어디가 더 좋을까요?,121007, 90,2024.12.26
479598018,질문경상대(진주) 캠퍼스 질문,25학년도 입학생입니다 제가 칠암캠인데 1학년때 수업을 가좌캠퍼스로 옮겨서 들을 수 있는 수업이 있나요?,121007, 27,2024.12.26
479568257,질문경남진주는 보수적인 도시인가요?,경남 진주는 보수적인 도시인가요?,121007, 18,2024.12.25
479439033,질문경남 진주시 교통지리 문의,"예전에 진주에 있었던 ""국보극장"" 자리가 지금의 어디인가요? 인터넷 지도로 어디를 검색하면 그 자리가 나오는지 알려주시면 감사하겠습니다.",121007, 28,2024.12.25
479552218,질문진주시내버스 362번,에서 지갑을 잃어버렸어요. 전화번호좀 알려주세요 ㅠㅜㅜㅠ,121007, 29,2024.12.25
479510610,질문꿈해몽해주세요,진주구슬더미인지 옥구슬더미인지 흰색이긴햇는데 제생각엔 옥구슬같앗어요 꿈속에수 제 다리랑 팔을 엄청 옥죄앗어요 ㅠ,121007, 41,2024.12.24
479429950,질문진주에 있는 요양원,혹시 시설좋고 깔끔한 요양원 추천 받고 싶네요 부모님을 모시려고 합니다.,121007, 75,2024.12.22
479351036,질문제가25일에진주에서버스타고부산가는데가는법좀알려주세요!!,안녕하세요 중2 여자입니다 제가 크리스마스때 진주 시외버스터미널에서 버스타고 부산을 갈건데 버스예매는 어떻게 해여하는지 무슨버스앱을 깔아야하는지 모르겟어요 그리고 20만원이면 부산에서 놀때 충분하겠죠?? 놀러갈곳이나 유명한곳도 많이 알려주세요 남친이랑 놀러갈곳!! 진짜 처음 둘이 가봐서 아무것도 모름니다..,121007, 58,2024.12.20
479350577,질문진주시에 있는 남고 싹다 알려주세요,제곧내!!!!,121007, 39,2024.12.20
479326022,질문7등급 신용도로 담보대출,최근 경남진주지역 25평 아파트를 구매하고싶어 저축은행에 문을 두드렸더니 신용도 조사에서 7등급 이어서 보증대상이 아니라는데 좋은 방법이 없을까요 자영업자입니다,121007, 44,2024.12.19
479292450,질문진주제일병원,진주 제일병원10일정도 입원햇다가  퇴원햇는대병원비가 170만원나왓는대 이상해서요 왜이리 마니 나왓나요?? 중환자실에 2틀입원하고 일반병실에 8일정도 잇섯는대,121007, 28,2024.12.18
479272788,질문진주에서 남해가는 버스,진주에서 남해갈 때 진주시외버스터미널 말고 진주남중 앞에서 기다리면 남해가는 시외버스가 오나요?? 온다면 어디에 서서 기다리고 있어야할까요??,121007, 106,2024.12.18
479271112,질문경남 진주에서 여주가는 대중교통길 안내부탁드립니다.,,121007, 49,2024.12.18
479265702,질문진주에서 기차타고 직통으로 가는지역 다 알려주세요,어디어디 가는지 다 적어주세요..,121007, 34,2024.12.18
479260160,질문진주 경상대 인근에 친절한 부동산 하나만 추천좀요,기가 맥힌 매물과 기가 맥힌 서비스 및 친절로 모시는 곳으로 부탁드립니다,121007, 27,2024.12.17
479239709,질문김해 내동 cgv 와이파이 있나요?,와이파이 있으면 비번도 같이 알려주세요ㅠㅠ,121007, 20,2024.12.17
479170461,질문경상사대부고 내신,따기 힘든가요? 시험 어려운지 궁금해요,121007, 19,2024.12.15
479103112,질문잠복결핵 걸리면 약을 먹어요 하나요?,의사말로는 본인선택이라고 하던데요~ 간손상도 있을수 있고 눈물 색깔도 붉은색 소변색깔로 붉은색이 나온다고 하네요 약은 워낙 독하다고 하네요~ 약먹는 기간도 3개월정도고 약먹으면서 간검사도 같이 해야 한다고 들었어요 어떻게 해야하나요? 고민입니다,121007, 30,2024.12.15
479130527,질문진주 실내아이스링크장 왜 닫았나요,왜 닫았을까요? ㅠㅠ,121007, 19,2024.12.14
479111080,질문진주 버스 가격 제일 싼 지역,진주에서 가는 버스 중에 다른 지역으로 가는 버스가 제일 싼 지역은 어디인가요? 사천인가용? 지역이랑 가격 알려주세여ㅠ,121007, 25,2024.12.14
479098425,질문진주시외버스터미널 주변에 시내버스정류장,진주시외버스터미널 주변에 금산쪽으로가는 시내버스정류장있나요?,121007, 21,2024.12.14
479078958,질문진주로 이사가는 예비 고1 인데요...,진주로 이사가는 예비 고1 인데요 삼현여고 제일여고 경해여고 중에 어디로 가는게 나을까요??? 성적은 중상정도 하는 편이에요!ㅜ,121007, 99,2024.12.13
